SampleID,pub_ID,author,year,sp_name,clone.strain,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,shape,modified,mod_type,surface_charge,company,MP_comments,age_d,generation,food_present,temperature,pH,DOM_added,DOM_conditioned,DOM_cond_dur_h,DOM_conc_mg_L,DOM_type,DOM_comment,DOM_type_grouped,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_ml-1,conc_mg_l-1,c_n_replicates,c_ind_per_replicate,c_n_individuals,c_mean,c_SD,c_SE,c_immobile,c_mobile,t_n_replicates,t_ind_per_replicate,t_n_individuals,t_mean,t_SD,t_SE,t_immobile,t_mobile,data_comment
178,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.515,lake water,station 2,lake water,48,2,NA,NA,30,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3B (control as SYNW)
179,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,0.5,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
180,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,1,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
181,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,2,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
182,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
183,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
184,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
185,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,0.5,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.003,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
186,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,1,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.14,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
187,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.45,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
188,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.75,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
189,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
190,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
191,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
192,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
193,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
194,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
195,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
196,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
197,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
198,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
199,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
200,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,20,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
201,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.326,lake water,station 3,lake water,48,2,NA,NA,30,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3C (control as SYNW)
202,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,0.5,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
203,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,1,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
204,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,2,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
205,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
206,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
207,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
208,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,0.5,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
209,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,1,3,5,15,0.2,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
210,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,2,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
211,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
212,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
213,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
214,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
215,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
216,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.6,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
217,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
218,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
219,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
220,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
221,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
222,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0.4,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
223,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,15,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
224,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,20,3,5,15,0.8,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
225,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,1.116,lake water,station 4,lake water,48,2,NA,NA,30,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3D (control as SYNW)
226,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
227,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,2,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
228,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
229,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
230,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.02,NA,20,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
231,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
232,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,1,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
233,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,2,3,5,15,0.5,NA,NA,NA,NA,3,5,15,0.5,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
234,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,5,3,5,15,1,NA,NA,NA,NA,3,5,15,0.8,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
235,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
236,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.04,NA,40,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
237,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,0.5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
238,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,1,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
239,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,2,3,5,15,0.1,NA,NA,NA,NA,3,5,15,0.1,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
240,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,5,3,5,15,0.9,NA,NA,NA,NA,3,5,15,0.09,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
241,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,10,3,5,15,1,NA,NA,NA,NA,3,5,15,0.7,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
242,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.06,NA,60,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,15,3,5,15,1,NA,NA,NA,NA,3,5,15,0.9,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
243,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,5,3,5,15,0,NA,NA,NA,NA,3,5,15,0,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
244,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,10,3,5,15,0,NA,NA,NA,NA,3,5,15,0.2,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
245,Pochelon2021,Pochelon,2021,Daphnia magna,NA,PS,0.1,NA,100,NA,spherical,yes,amino-modified,positive,"IHS (St. Paul, MN, USA)",all amidified,2,NA,no,NA,NA,yes,no,NA,0.8795,lake water,station 5,lake water,48,2,NA,NA,15,3,5,15,0.3,NA,NA,NA,NA,3,5,15,0.3,NA,NA,NA,NA,Data extracted from Fig.3E (control as SYNW)
246,Polhill2022,Polhill,2022,Daphnia magna,NA,PE,69,NA,69000,NA,spherical,no,NA,negative,Cospheric,size in paper was 63–75μm,30,0,yes,20,NA,no,yes,504,NA,wastewater_effluent,,wastewater,4,0.16,NA,0.025,25,3,4,12,0,NA,NA,NA,NA,3,4,12,0,NA,NA,NA,NA,"From the text: ""no mortality was detected"""
